STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-25,0.0,,31.7,22.2
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-26,0.0,,30.6,22.2
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-27,0.0,,30.6,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-28,0.0,,31.7,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-29,0.3,,31.7,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-11-30,43.2,,30.6,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-01,0.0,,30.0,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-02,0.0,,27.8,20.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-03,0.0,,26.7,18.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-04,0.0,,30.0,20.6
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-05,0.0,,30.6,22.2
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-06,0.0,,32.2,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-07,0.0,,32.8,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-08,0.0,,32.8,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-09,0.0,,31.7,24.4
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-10,0.0,,31.7,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-11,0.0,,32.2,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-12,0.0,,31.1,25.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-13,0.0,,32.2,23.9
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-14,0.0,,31.1,23.3
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-15,0.8,,33.3,25.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-16,0.0,,29.4,25.0
THW00041028,"U TAPAO RTNAS, TH",12.68333,101.01667,18.3,1966-12-17,0.0,,31.1,23.9
